arquivo,caminho,split,largura,altura,n_objetos,classes
captura_2023-09-28_15-31-23_png.rf.26c6736586ac3b8c33087d31c3df7256.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-31-23_png.rf.26c6736586ac3b8c33087d31c3df7256.jpg,test,,,1,39
captura_2023-09-28_15-36-48_png.rf.9ade8cb9fcd4f61f6724e837dab233ee.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-36-48_png.rf.9ade8cb9fcd4f61f6724e837dab233ee.jpg,test,,,1,48
captura_2023-09-28_15-37-33_png.rf.2e36fdb158d019547757427de7bd5b9b.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-37-33_png.rf.2e36fdb158d019547757427de7bd5b9b.jpg,test,,,1,39
captura_2023-09-28_15-37-49_png.rf.c5ef5e617cd03e09b0b7f50ea701f424.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-37-49_png.rf.c5ef5e617cd03e09b0b7f50ea701f424.jpg,test,,,1,39
captura_2023-09-28_15-40-16_png.rf.b568b0c10856e2adcf1634333f272be0.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-40-16_png.rf.b568b0c10856e2adcf1634333f272be0.jpg,test,,,2,39
captura_2023-09-28_15-40-27_png.rf.3a5baca5646d6c28f892fe8547f6d4d9.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-40-27_png.rf.3a5baca5646d6c28f892fe8547f6d4d9.jpg,test,1270.0,636.0,0,
captura_2023-09-28_15-40-48_png.rf.2c2d1c8f01d88b87b07cb675538f8e16.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-40-48_png.rf.2c2d1c8f01d88b87b07cb675538f8e16.jpg,test,,,1,45
captura_2023-09-28_15-41-18_png.rf.d5b6411987ef6817d5760f20905e045c.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-41-18_png.rf.d5b6411987ef6817d5760f20905e045c.jpg,test,,,1,48
captura_2023-09-28_15-41-23_png.rf.9052b480de5e341eb05efcb9e8c1fe30.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-41-23_png.rf.9052b480de5e341eb05efcb9e8c1fe30.jpg,test,,,1,25
captura_2023-09-28_15-43-05_png.rf.b1d954864201f3426ac26cade33c8af9.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-43-05_png.rf.b1d954864201f3426ac26cade33c8af9.jpg,test,,,1,37
captura_2023-09-28_15-46-01_png.rf.c51dad33a23ad2a2fc29905810f4feaf.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-46-01_png.rf.c51dad33a23ad2a2fc29905810f4feaf.jpg,test,,,1,33
captura_2023-09-28_15-46-04_png.rf.6e7fbecfc414bdc8e7d50ab7f7dc1f16.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-46-04_png.rf.6e7fbecfc414bdc8e7d50ab7f7dc1f16.jpg,test,,,1,66
captura_2023-09-28_15-47-37_png.rf.543ec1d41e4a398565d1ea4aef1224d0.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-47-37_png.rf.543ec1d41e4a398565d1ea4aef1224d0.jpg,test,1270.0,636.0,1,40
captura_2023-09-28_15-48-36_png.rf.8a2a9b6cce0d740e3891a25ea033d021.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-48-36_png.rf.8a2a9b6cce0d740e3891a25ea033d021.jpg,test,,,2,39
captura_2023-09-28_15-48-41_png.rf.41aff8a3a74d3e590bb25e549083fed2.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-48-41_png.rf.41aff8a3a74d3e590bb25e549083fed2.jpg,test,,,2,39
captura_2023-09-28_15-49-52_png.rf.bfb4cec2042fee384fe543929d9d18bd.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-49-52_png.rf.bfb4cec2042fee384fe543929d9d18bd.jpg,test,,,1,48
captura_2023-09-28_15-49-57_png.rf.d48cf98c1e36e1b1cb1883e152e9dfd7.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-49-57_png.rf.d48cf98c1e36e1b1cb1883e152e9dfd7.jpg,test,,,1,48
captura_2023-09-28_15-50-44_png.rf.c3aec81c7fc03ac25ac952ec40b6174a.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-50-44_png.rf.c3aec81c7fc03ac25ac952ec40b6174a.jpg,test,,,1,39
captura_2023-09-28_15-51-16_png.rf.bdc4013f65d181ab3b08914bf2cdfaf6.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-51-16_png.rf.bdc4013f65d181ab3b08914bf2cdfaf6.jpg,test,,,1,39
captura_2023-09-28_15-52-03_png.rf.bfe4c7b7ad41aefb3cdab0f616b0992a.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-52-03_png.rf.bfe4c7b7ad41aefb3cdab0f616b0992a.jpg,test,1270.0,636.0,1,39
captura_2023-09-28_15-54-12_png.rf.e5a1c068cf177dc431300f1bf2f8b549.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-54-12_png.rf.e5a1c068cf177dc431300f1bf2f8b549.jpg,test,,,0,
captura_2023-09-28_15-58-08_png.rf.a193dee0138c369531e4461085a8a54d.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_15-58-08_png.rf.a193dee0138c369531e4461085a8a54d.jpg,test,,,0,
captura_2023-09-28_16-03-30_png.rf.77c08c377f00a4f757219b28a5920fe9.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_16-03-30_png.rf.77c08c377f00a4f757219b28a5920fe9.jpg,test,,,0,
captura_2023-09-28_16-04-12_png.rf.2683428b550c513e052bc150213a031b.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_16-04-12_png.rf.2683428b550c513e052bc150213a031b.jpg,test,,,1,28
captura_2023-09-28_16-05-21_png.rf.4ef8476de50ae5c0f3056edc3775f9a1.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_16-05-21_png.rf.4ef8476de50ae5c0f3056edc3775f9a1.jpg,test,,,1,8
captura_2023-09-28_16-05-37_png.rf.6ba36dfc30b660829d68f3b858b85422.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_16-05-37_png.rf.6ba36dfc30b660829d68f3b858b85422.jpg,test,,,1,9
captura_2023-09-28_16-07-09_png.rf.29a2d403f8bd497ed0992bba3b5cc28d.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_16-07-09_png.rf.29a2d403f8bd497ed0992bba3b5cc28d.jpg,test,1270.0,636.0,0,
captura_2023-09-28_16-07-12_png.rf.2dc6bdecdb72c6dd6b6b3b84500c38e9.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_16-07-12_png.rf.2dc6bdecdb72c6dd6b6b3b84500c38e9.jpg,test,,,0,
captura_2023-09-28_16-08-08_png.rf.0401d24317ec1285d9308f0fb2399941.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-28_16-08-08_png.rf.0401d24317ec1285d9308f0fb2399941.jpg,test,,,1,19
captura_2023-09-29_15-43-39_png.rf.a9e14e6254b471000e6bf8bebfa005d9.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-43-39_png.rf.a9e14e6254b471000e6bf8bebfa005d9.jpg,test,,,0,
captura_2023-09-29_15-43-40_png.rf.72f13930ed1f2b700d43c65aaac0aca0.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-43-40_png.rf.72f13930ed1f2b700d43c65aaac0aca0.jpg,test,,,0,
captura_2023-09-29_15-45-12_png.rf.84115c7aff889fa24fed9cd844128f62.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-45-12_png.rf.84115c7aff889fa24fed9cd844128f62.jpg,test,,,1,42
captura_2023-09-29_15-45-35_png.rf.cc5aa95573ca98bae7bfa89a7f54e45c.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-45-35_png.rf.cc5aa95573ca98bae7bfa89a7f54e45c.jpg,test,,,1,28
captura_2023-09-29_15-45-51_png.rf.acb2fa8b2b12b51a2ea461bd0a63d978.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-45-51_png.rf.acb2fa8b2b12b51a2ea461bd0a63d978.jpg,test,1270.0,636.0,2,46
captura_2023-09-29_15-47-40_png.rf.e05e3cf73985d863fd9284a0d9b9e1f0.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-47-40_png.rf.e05e3cf73985d863fd9284a0d9b9e1f0.jpg,test,,,0,
captura_2023-09-29_15-49-00_png.rf.3572fe3368fd33d79d384b234618687a.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-49-00_png.rf.3572fe3368fd33d79d384b234618687a.jpg,test,,,1,63
captura_2023-09-29_15-50-02_png.rf.8f74374f8ec2a54b6d6e1cd890b43de9.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-50-02_png.rf.8f74374f8ec2a54b6d6e1cd890b43de9.jpg,test,,,0,
captura_2023-09-29_15-50-16_png.rf.ee1880aac526f3dec2c4b114b02c66a1.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-50-16_png.rf.ee1880aac526f3dec2c4b114b02c66a1.jpg,test,,,1,45
captura_2023-09-29_15-50-27_png.rf.21db29fb65173b6272acce3f5f0cf48c.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-50-27_png.rf.21db29fb65173b6272acce3f5f0cf48c.jpg,test,,,1,39
captura_2023-09-29_15-51-06_png.rf.efa75456c47b61ecc9cc9b23100ef7a3.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-51-06_png.rf.efa75456c47b61ecc9cc9b23100ef7a3.jpg,test,,,0,
captura_2023-09-29_15-52-04_png.rf.73b4b21e2103af67535ca8286bd5a80e.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-52-04_png.rf.73b4b21e2103af67535ca8286bd5a80e.jpg,test,1270.0,636.0,1,63
captura_2023-09-29_15-52-50_png.rf.61d8c7226979d2141f98d5eca96850c7.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-52-50_png.rf.61d8c7226979d2141f98d5eca96850c7.jpg,test,,,1,48
captura_2023-09-29_15-54-00_png.rf.7854045caed84297eca0dd3a3bd658cf.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-54-00_png.rf.7854045caed84297eca0dd3a3bd658cf.jpg,test,,,1,39
captura_2023-09-29_15-54-50_png.rf.3e8d83f69c00ebc8356e9a6d34579b61.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-54-50_png.rf.3e8d83f69c00ebc8356e9a6d34579b61.jpg,test,,,1,65
captura_2023-09-29_15-55-14_png.rf.97512ad1b193ac95136b981564689015.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-55-14_png.rf.97512ad1b193ac95136b981564689015.jpg,test,,,1,39
captura_2023-09-29_15-55-36_png.rf.c65ee34ffa009f7c1c6441e8307e7823.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-55-36_png.rf.c65ee34ffa009f7c1c6441e8307e7823.jpg,test,,,1,20
captura_2023-09-29_15-55-43_png.rf.4c60d1b02ba1bff71e8631dfcc9574f4.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-55-43_png.rf.4c60d1b02ba1bff71e8631dfcc9574f4.jpg,test,,,2,39
captura_2023-09-29_15-56-34_png.rf.64868993e7b2cbb47129476ca22079db.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-56-34_png.rf.64868993e7b2cbb47129476ca22079db.jpg,test,1270.0,636.0,1,9
captura_2023-09-29_15-57-45_png.rf.938db01f28c016b593132bfc4f58e37c.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-57-45_png.rf.938db01f28c016b593132bfc4f58e37c.jpg,test,,,1,9
captura_2023-09-29_15-58-35_png.rf.769e001d487f170ff0ec43acf6c97a96.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-58-35_png.rf.769e001d487f170ff0ec43acf6c97a96.jpg,test,,,2,39
captura_2023-09-29_15-59-25_png.rf.6816b503e40840e2e56f3ec038ef3129.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_15-59-25_png.rf.6816b503e40840e2e56f3ec038ef3129.jpg,test,,,1,63
captura_2023-09-29_16-00-40_png.rf.a1c47909ee1dfef79e1d9a5e2c86824f.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-00-40_png.rf.a1c47909ee1dfef79e1d9a5e2c86824f.jpg,test,,,0,
captura_2023-09-29_16-00-42_png.rf.78adb3c728d69d35ff1d7347afddc31a.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-00-42_png.rf.78adb3c728d69d35ff1d7347afddc31a.jpg,test,,,1,9
captura_2023-09-29_16-01-04_png.rf.7f3960bef4987bbb9ee7f53b541dc67f.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-01-04_png.rf.7f3960bef4987bbb9ee7f53b541dc67f.jpg,test,,,1,48
captura_2023-09-29_16-02-15_png.rf.314f943b7a77f049054cbd1f58f8afb3.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-02-15_png.rf.314f943b7a77f049054cbd1f58f8afb3.jpg,test,1270.0,636.0,1,39
captura_2023-09-29_16-02-29_png.rf.52ac3ee729425c8f362af89cf30c09f1.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-02-29_png.rf.52ac3ee729425c8f362af89cf30c09f1.jpg,test,,,0,
captura_2023-09-29_16-04-46_png.rf.0949043cf1c073b5098fa313defb6c02.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-04-46_png.rf.0949043cf1c073b5098fa313defb6c02.jpg,test,,,2,"39,9"
captura_2023-09-29_16-05-09_png.rf.8a72268016ff3a2bd2a2ac017021ea06.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-05-09_png.rf.8a72268016ff3a2bd2a2ac017021ea06.jpg,test,,,1,17
captura_2023-09-29_16-07-19_png.rf.09e258c0d037a77fd9eee32a87295588.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-07-19_png.rf.09e258c0d037a77fd9eee32a87295588.jpg,test,,,1,39
captura_2023-09-29_16-07-45_png.rf.d2f4bcc99d2cd38bee019c7a387bd749.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-07-45_png.rf.d2f4bcc99d2cd38bee019c7a387bd749.jpg,test,,,1,27
captura_2023-09-29_16-09-17_png.rf.c756f7b29761ec57749f3bddfc4bd862.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-09-17_png.rf.c756f7b29761ec57749f3bddfc4bd862.jpg,test,,,2,"45,64"
captura_2023-09-29_16-09-25_png.rf.f30fb8e3e871067b0c5f2dc403c7dcf2.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-09-25_png.rf.f30fb8e3e871067b0c5f2dc403c7dcf2.jpg,test,1270.0,636.0,1,48
captura_2023-09-29_16-09-39_png.rf.c2b0f4dbfa85290658da95ed3c50e5b6.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-09-39_png.rf.c2b0f4dbfa85290658da95ed3c50e5b6.jpg,test,,,1,49
captura_2023-09-29_16-10-04_png.rf.b90e98090f8c82b7c1f9dfb9504fa47e.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-10-04_png.rf.b90e98090f8c82b7c1f9dfb9504fa47e.jpg,test,,,0,
captura_2023-09-29_16-10-22_png.rf.90c7226d90c39960317f681c976053cb.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-10-22_png.rf.90c7226d90c39960317f681c976053cb.jpg,test,,,0,
captura_2023-09-29_16-10-50_png.rf.f9fd1f3f9cef317d759c35988a6321fb.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-10-50_png.rf.f9fd1f3f9cef317d759c35988a6321fb.jpg,test,,,1,48
captura_2023-09-29_16-12-18_png.rf.9784d76e731e6883a03908cb4584c6db.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-12-18_png.rf.9784d76e731e6883a03908cb4584c6db.jpg,test,,,1,19
captura_2023-09-29_16-12-30_png.rf.f9cda8990e3a522919f812ca938e16b2.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-12-30_png.rf.f9cda8990e3a522919f812ca938e16b2.jpg,test,,,1,51
captura_2023-09-29_16-14-41_png.rf.90cb282ac0e6381f1cd13a0da8728a79.jpg,C:\Users\mviei\AppData\Local\Temp\aed_nativa\Placas-de-Transito-BR-1\test\images\captura_2023-09-29_16-14-41_png.rf.90cb282ac0e6381f1cd13a0da8728a79.jpg,test,1270.0,636.0,1,46
